date,country,device,category,product,revenue,order_cnt
2021-01-23,United States,desktop,Bookcases & shelving units,STUK,35,1
2020-11-15,United States,desktop,Bookcases & shelving units,JONAXEL,25,1
2020-12-05,India,desktop,Bookcases & shelving units,JONAXEL,25,1
2020-12-08,Japan,mobile,Bookcases & shelving units,JONAXEL,25,1
2020-12-10,India,desktop,Bookcases & shelving units,JONAXEL,25,1
2020-12-17,Israel,mobile,Bookcases & shelving units,JONAXEL,25,1
2020-12-18,Canada,mobile,Bookcases & shelving units,JONAXEL,25,1
2020-12-18,United States,mobile,Bookcases & shelving units,JONAXEL,850,3
2020-12-26,United States,desktop,Bookcases & shelving units,JONAXEL,910,2
2021-01-09,Paraguay,mobile,Bookcases & shelving units,JONAXEL,25,1
2021-01-13,Canada,mobile,Bookcases & shelving units,JONAXEL,25,1
2021-01-13,United States,desktop,Bookcases & shelving units,JONAXEL,100,2
2021-01-14,United States,desktop,Bookcases & shelving units,JONAXEL,810,3
2020-11-11,United States,desktop,Bookcases & shelving units,KALLAX,800,2
2020-11-19,Singapore,mobile,Bookcases & shelving units,KALLAX,75,1
2020-12-04,Canada,mobile,Bookcases & shelving units,KALLAX,75,1
2020-12-08,United States,desktop,Bookcases & shelving units,KALLAX,75,1
2020-12-15,United States,tablet,Bookcases & shelving units,KALLAX,75,1
2020-12-27,United States,mobile,Bookcases & shelving units,KALLAX,1365,3
2020-12-28,Netherlands,desktop,Bookcases & shelving units,KALLAX,75,1
2021-01-01,United States,desktop,Bookcases & shelving units,KALLAX,75,1
2021-01-13,United States,desktop,Bookcases & shelving units,KALLAX,325,2
2021-01-24,United States,desktop,Bookcases & shelving units,KALLAX,820,2
2020-11-01,United States,desktop,Beds,FYRESDAL,549,1
2020-11-05,United States,desktop,Beds,FYRESDAL,549,1
2020-11-09,United States,desktop,Beds,FYRESDAL,549,1
2020-11-13,Canada,desktop,Beds,FYRESDAL,549,1
2020-11-15,United Kingdom,desktop,Beds,FYRESDAL,549,1
2020-11-18,United States,desktop,Beds,FYRESDAL,549,1
2020-11-27,United States,desktop,Beds,FYRESDAL,549,1
2020-11-28,Poland,desktop,Beds,FYRESDAL,549,1
2020-11-30,United States,desktop,Beds,FYRESDAL,1688,2
2020-12-08,Mexico,desktop,Beds,FYRESDAL,549,1
2020-12-08,United States,desktop,Beds,FYRESDAL,549,1
2020-12-10,Singapore,mobile,Beds,FYRESDAL,549,1
2020-12-14,Switzerland,mobile,Beds,FYRESDAL,549,1
2020-12-15,United States,mobile,Beds,FYRESDAL,549,1
2020-12-15,United States,desktop,Beds,FYRESDAL,549,1
2020-12-17,United States,mobile,Beds,FYRESDAL,549,1
2020-12-17,United States,desktop,Beds,FYRESDAL,549,1
2020-12-21,Switzerland,mobile,Beds,FYRESDAL,549,1
2020-12-26,United States,desktop,Beds,FYRESDAL,549,1
2020-12-29,United States,desktop,Beds,FYRESDAL,549,1
2020-12-31,Ecuador,desktop,Beds,FYRESDAL,549,1
2020-12-31,Taiwan,mobile,Beds,FYRESDAL,549,1
2021-01-04,Germany,mobile,Beds,FYRESDAL,549,1
2021-01-06,Taiwan,tablet,Beds,FYRESDAL,549,1
2021-01-06,United States,desktop,Beds,FYRESDAL,549,1
2021-01-10,India,mobile,Beds,FYRESDAL,549,1
2021-01-13,United States,mobile,Beds,FYRESDAL,549,1
2021-01-20,Canada,desktop,Beds,FYRESDAL,549,1
2021-01-27,Taiwan,mobile,Beds,FYRESDAL,549,1
2020-11-11,Turkey,desktop,Outdoor furniture,SOLLERÖN,709,1
2020-11-14,Bulgaria,mobile,Outdoor furniture,SOLLERÖN,709,1
2020-11-19,Canada,mobile,Outdoor furniture,SOLLERÖN,709,1
2020-11-26,United States,desktop,Outdoor furniture,SOLLERÖN,709,1
2020-12-01,Belgium,desktop,Outdoor furniture,SOLLERÖN,709,1
2020-12-07,Germany,desktop,Outdoor furniture,SOLLERÖN,709,1
2020-12-31,Japan,desktop,Outdoor furniture,SOLLERÖN,709,1
2021-01-16,United States,desktop,Outdoor furniture,SOLLERÖN,1418,2
2020-11-03,Poland,desktop,Chairs,SKOGSTORP,795,1
2020-11-06,United States,mobile,Chairs,SKOGSTORP,795,1
2020-11-11,United States,desktop,Chairs,SKOGSTORP,795,1
2020-11-29,Italy,desktop,Chairs,SKOGSTORP,795,1
2020-12-01,United States,mobile,Chairs,SKOGSTORP,795,1
2020-12-10,United States,desktop,Chairs,SKOGSTORP,795,1
2020-12-26,United States,tablet,Chairs,SKOGSTORP,795,1
2021-01-10,India,desktop,Chairs,SKOGSTORP,795,1
2021-01-19,Luxembourg,mobile,Chairs,SKOGSTORP,795,1
2021-01-20,United States,mobile,Chairs,SKOGSTORP,795,1
2021-01-21,Spain,mobile,Chairs,SKOGSTORP,795,1
2020-11-04,Colombia,mobile,Beds,DELAKTIG,495,1
2020-12-03,United Kingdom,desktop,Beds,DELAKTIG,495,1
2020-12-03,India,desktop,Beds,DELAKTIG,495,1
2020-12-11,United States,mobile,Beds,DELAKTIG,495,1
2020-12-11,United States,desktop,Beds,DELAKTIG,495,1
2020-12-14,United States,desktop,Beds,DELAKTIG,495,1
2020-12-18,United States,mobile,Beds,DELAKTIG,495,1
2021-01-12,Serbia,desktop,Beds,DELAKTIG,495,1
2021-01-16,United States,desktop,Beds,DELAKTIG,495,1
2021-01-18,United States,mobile,Beds,DELAKTIG,495,1
2020-11-09,India,mobile,Bar furniture,NORRÅKER,395,1
2020-11-19,India,desktop,Bar furniture,NORRÅKER,395,1
2020-11-20,Canada,mobile,Bar furniture,NORRÅKER,395,1
2020-11-20,Spain,desktop,Bar furniture,NORRÅKER,395,1
2020-11-21,United States,mobile,Bar furniture,NORRÅKER,395,1
2020-11-25,India,desktop,Bar furniture,NORRÅKER,395,1
2020-11-25,United States,mobile,Bar furniture,NORRÅKER,395,1
2020-11-26,United States,desktop,Bar furniture,NORRÅKER,395,1
2020-11-28,United States,desktop,Bar furniture,NORRÅKER,395,1
2020-12-01,United States,mobile,Bar furniture,NORRÅKER,395,1
2020-12-02,Italy,mobile,Bar furniture,NORRÅKER,395,1
2020-12-02,Indonesia,mobile,Bar furniture,NORRÅKER,395,1
2020-12-03,United States,desktop,Bar furniture,NORRÅKER,395,1
2020-12-05,Netherlands,mobile,Bar furniture,NORRÅKER,395,1
2020-12-05,China,desktop,Bar furniture,NORRÅKER,395,1
2020-12-07,India,desktop,Bar furniture,NORRÅKER,395,1
2020-12-08,United States,desktop,Bar furniture,NORRÅKER,395,1
2020-12-11,United States,mobile,Bar furniture,NORRÅKER,395,1
2020-12-16,India,desktop,Bar furniture,NORRÅKER,395,1
2021-01-06,France,tablet,Bar furniture,NORRÅKER,395,1
2021-01-08,United States,desktop,Bar furniture,NORRÅKER,395,1
2021-01-13,Turkey,mobile,Bar furniture,NORRÅKER,395,1
2021-01-14,United States,mobile,Bar furniture,NORRÅKER,395,1
2021-01-15,Italy,desktop,Bar furniture,NORRÅKER,395,1
2021-01-23,Canada,mobile,Bar furniture,NORRÅKER,395,1
2021-01-23,New Zealand,desktop,Bar furniture,NORRÅKER,395,1
2021-01-23,United States,desktop,Bar furniture,NORRÅKER,395,1
2020-11-05,Colombia,desktop,Chairs,JÄRVFJÄLLET,150,1
2020-11-20,Brazil,mobile,Chairs,JÄRVFJÄLLET,150,1
2020-12-03,China,mobile,Chairs,JÄRVFJÄLLET,150,1
2020-12-06,United States,desktop,Chairs,JÄRVFJÄLLET,150,1
2020-12-07,United States,mobile,Chairs,JÄRVFJÄLLET,150,1
2020-12-13,United States,mobile,Chairs,JÄRVFJÄLLET,150,1
2020-12-16,United States,mobile,Chairs,JÄRVFJÄLLET,150,1
2021-01-01,United States,mobile,Chairs,JÄRVFJÄLLET,150,1
2020-11-01,United States,mobile,Tables & desks,KVISTBRO,175,1
2020-11-03,India,mobile,Tables & desks,KVISTBRO,175,1
2020-12-03,Hungary,desktop,Tables & desks,KVISTBRO,175,1
2020-12-07,United States,desktop,Tables & desks,KVISTBRO,175,1
2020-12-11,United States,desktop,Tables & desks,KVISTBRO,175,1
2020-12-12,United States,desktop,Tables & desks,KVISTBRO,175,1
2020-12-22,United States,mobile,Tables & desks,KVISTBRO,175,1
2020-12-23,United States,mobile,Tables & desks,KVISTBRO,175,1
2020-12-29,United States,mobile,Tables & desks,KVISTBRO,175,1
2021-01-08,United States,desktop,Tables & desks,KVISTBRO,175,1
2021-01-09,Canada,desktop,Tables & desks,KVISTBRO,175,1
2021-01-11,United States,mobile,Tables & desks,KVISTBRO,175,1
2021-01-17,United States,mobile,Tables & desks,KVISTBRO,350,2
2021-01-18,United States,desktop,Tables & desks,KVISTBRO,175,1
2021-01-23,United Kingdom,mobile,Tables & desks,KVISTBRO,175,1
2020-11-06,United Kingdom,mobile,Tables & desks,MARKERAD,837,1
2020-11-17,United States,desktop,Tables & desks,MARKERAD,837,1
2020-11-26,Canada,desktop,Tables & desks,MARKERAD,837,1
2020-11-26,India,desktop,Tables & desks,MARKERAD,837,1
2020-12-02,Brazil,desktop,Tables & desks,MARKERAD,837,1
2020-12-08,China,desktop,Tables & desks,MARKERAD,837,1
2020-12-17,Mexico,mobile,Tables & desks,MARKERAD,837,1
2020-12-20,India,mobile,Tables & desks,MARKERAD,837,1
2020-12-30,United States,mobile,Tables & desks,MARKERAD,837,1
2021-01-19,United States,desktop,Tables & desks,MARKERAD,837,1
2021-01-23,Japan,mobile,Tables & desks,MARKERAD,837,1
2020-11-02,Brazil,desktop,Tables & desks,NORDKISA,476,1
2020-11-05,Canada,desktop,Tables & desks,NORDKISA,476,1
2020-11-06,Singapore,desktop,Tables & desks,NORDKISA,476,1
2020-11-10,United States,mobile,Tables & desks,NORDKISA,476,1
2020-11-30,United States,tablet,Tables & desks,NORDKISA,476,1
2020-12-03,China,desktop,Tables & desks,NORDKISA,476,1
2020-12-04,Colombia,desktop,Tables & desks,NORDKISA,476,1
2020-12-07,Italy,mobile,Tables & desks,NORDKISA,476,1
2020-12-10,Canada,mobile,Tables & desks,NORDKISA,476,1
2020-12-11,Canada,mobile,Tables & desks,NORDKISA,476,1
2020-12-13,United Kingdom,mobile,Tables & desks,NORDKISA,476,1
2020-12-14,Peru,mobile,Tables & desks,NORDKISA,476,1
2020-12-16,Italy,desktop,Tables & desks,NORDKISA,476,1
2020-12-17,United States,desktop,Tables & desks,NORDKISA,476,1
2020-12-31,Poland,desktop,Tables & desks,NORDKISA,476,1
2021-01-06,India,desktop,Tables & desks,NORDKISA,476,1
2021-01-14,United States,desktop,Tables & desks,NORDKISA,476,1
2021-01-21,Slovakia,desktop,Tables & desks,NORDKISA,476,1
2020-11-13,China,mobile,Cabinets & cupboards,NOTVIKEN,115,1
2020-11-14,Italy,mobile,Cabinets & cupboards,NOTVIKEN,115,1
2020-11-18,Spain,desktop,Cabinets & cupboards,NOTVIKEN,115,1
2020-11-19,United States,desktop,Cabinets & cupboards,NOTVIKEN,115,1
2020-12-06,Canada,mobile,Cabinets & cupboards,NOTVIKEN,115,1
2020-12-16,United States,desktop,Cabinets & cupboards,NOTVIKEN,115,1
2021-01-04,Canada,desktop,Cabinets & cupboards,NOTVIKEN,115,1
2021-01-12,United States,desktop,Cabinets & cupboards,NOTVIKEN,115,1
2021-01-23,United States,mobile,Cabinets & cupboards,NOTVIKEN,115,1
2021-01-27,Egypt,desktop,Cabinets & cupboards,NOTVIKEN,115,1
2021-01-27,Greece,mobile,Cabinets & cupboards,NOTVIKEN,115,1
2020-11-07,United States,mobile,Bookcases & shelving units,BESTÅ,325,2
2020-11-15,United States,mobile,Bookcases & shelving units,BESTÅ,1460,2
2020-11-17,Poland,mobile,Bookcases & shelving units,BESTÅ,225,1
2020-11-17,Spain,mobile,Bookcases & shelving units,BESTÅ,225,1
2020-11-19,South Korea,desktop,Bookcases & shelving units,BESTÅ,225,1
2020-11-30,Hungary,mobile,Bookcases & shelving units,BESTÅ,225,1
2020-12-01,United States,desktop,Bookcases & shelving units,BESTÅ,2320,3
2020-12-03,United States,mobile,Bookcases & shelving units,BESTÅ,3039.5,3
2020-12-03,Ireland,desktop,Bookcases & shelving units,BESTÅ,225,1
2020-12-07,Greece,mobile,Bookcases & shelving units,BESTÅ,225,1
2020-12-09,Ireland,desktop,Bookcases & shelving units,BESTÅ,225,1
2020-12-09,Germany,mobile,Bookcases & shelving units,BESTÅ,225,1
2020-12-16,France,desktop,Bookcases & shelving units,BESTÅ,225,1
2020-12-27,Netherlands,desktop,Bookcases & shelving units,BESTÅ,225,1
2021-01-04,Poland,mobile,Bookcases & shelving units,BESTÅ,225,1
2021-01-07,Canada,mobile,Bookcases & shelving units,BESTÅ,225,1
2021-01-11,Canada,desktop,Bookcases & shelving units,BESTÅ,225,1
2021-01-11,United States,desktop,Bookcases & shelving units,BESTÅ,225,1
2021-01-23,United States,mobile,Bookcases & shelving units,BESTÅ,1605,2
2020-11-05,Philippines,desktop,Bookcases & shelving units,BROR,95,1
2020-11-09,Canada,mobile,Bookcases & shelving units,BROR,540,2
2020-12-04,Bulgaria,desktop,Bookcases & shelving units,BROR,95,1
2020-12-05,United States,mobile,Bookcases & shelving units,BROR,95,1
2020-12-09,France,desktop,Bookcases & shelving units,BROR,95,1
2021-01-07,China,desktop,Bookcases & shelving units,BROR,95,1
2021-01-15,India,mobile,Bookcases & shelving units,BROR,95,1
2021-01-27,United States,desktop,Bookcases & shelving units,BROR,95,1
2020-11-03,Hong Kong,mobile,Tables & desks,NYBODA,175,1
2020-11-07,Pakistan,desktop,Tables & desks,NYBODA,175,1
2020-11-23,United States,desktop,Tables & desks,NYBODA,175,1
2020-12-01,Poland,desktop,Tables & desks,NYBODA,175,1
2020-12-09,Italy,desktop,Tables & desks,NYBODA,175,1
2020-12-12,Italy,desktop,Tables & desks,NYBODA,175,1
2021-01-02,United States,desktop,Tables & desks,NYBODA,175,1
2021-01-06,Israel,tablet,Tables & desks,NYBODA,175,1
2021-01-14,Canada,desktop,Tables & desks,NYBODA,175,1
2021-01-22,United States,mobile,Tables & desks,NYBODA,175,1
2021-01-24,United States,mobile,Tables & desks,NYBODA,175,1
2021-01-24,India,desktop,Tables & desks,NYBODA,175,1
2020-11-02,United States,desktop,Chairs,STRANDMON,995,1
2020-11-10,Canada,mobile,Chairs,STRANDMON,995,1
2020-11-11,United States,desktop,Chairs,STRANDMON,995,1
2020-11-18,China,mobile,Chairs,STRANDMON,995,1
2020-11-25,United States,desktop,Chairs,STRANDMON,995,1
2020-12-05,Sweden,desktop,Chairs,STRANDMON,995,1
2020-12-11,India,desktop,Chairs,STRANDMON,995,1
2020-12-16,Ireland,desktop,Chairs,STRANDMON,995,1
2020-12-23,United States,mobile,Chairs,STRANDMON,995,1
2020-12-26,Israel,desktop,Chairs,STRANDMON,995,1
2021-01-18,Peru,desktop,Chairs,STRANDMON,995,1
2021-01-24,Japan,desktop,Chairs,STRANDMON,995,1
2021-01-25,United States,mobile,Chairs,STRANDMON,995,1
2020-11-02,United States,desktop,Beds,MYDAL,895,1
2020-11-03,Italy,desktop,Beds,MYDAL,895,1
2020-11-04,United States,desktop,Beds,MYDAL,895,1
2020-11-11,(not set),tablet,Beds,MYDAL,895,1
2020-11-19,Thailand,desktop,Beds,MYDAL,895,1
2020-11-20,Canada,desktop,Beds,MYDAL,895,1
2020-11-22,Japan,desktop,Beds,MYDAL,895,1
2020-12-14,Canada,mobile,Beds,MYDAL,895,1
2020-12-24,United States,mobile,Beds,MYDAL,895,1
2021-01-01,United States,desktop,Beds,MYDAL,895,1
2021-01-16,United States,desktop,Beds,MYDAL,895,1
2021-01-26,Indonesia,mobile,Beds,MYDAL,895,1
2020-11-07,Morocco,mobile,Sofas & armchairs,KIVIK,3245,1
2020-11-08,United States,mobile,Sofas & armchairs,KIVIK,3245,1
2020-12-06,Brazil,desktop,Sofas & armchairs,KIVIK,3245,1
2020-12-15,Malaysia,desktop,Sofas & armchairs,KIVIK,3245,1
2020-12-22,United States,desktop,Sofas & armchairs,KIVIK,9185,3
2021-01-02,United States,desktop,Sofas & armchairs,KIVIK,3245,1
2021-01-21,United States,mobile,Sofas & armchairs,KIVIK,3245,1
2021-01-26,United Kingdom,mobile,Sofas & armchairs,KIVIK,3245,1
2020-11-13,Colombia,mobile,Children's furniture,TROFAST,365,1
2020-11-20,United States,desktop,Children's furniture,TROFAST,845,4
2020-11-21,Germany,desktop,Children's furniture,TROFAST,365,1
2020-11-22,India,mobile,Children's furniture,TROFAST,365,1
2020-11-24,Poland,desktop,Children's furniture,TROFAST,365,1
2020-11-24,Singapore,mobile,Children's furniture,TROFAST,365,1
2020-11-26,Germany,mobile,Children's furniture,TROFAST,365,1
2020-11-29,India,desktop,Children's furniture,TROFAST,365,1
2020-12-01,United States,desktop,Children's furniture,TROFAST,390,3
2020-12-03,Belgium,mobile,Children's furniture,TROFAST,365,1
2020-12-10,Hong Kong,desktop,Children's furniture,TROFAST,515,2
2020-12-15,France,desktop,Children's furniture,TROFAST,365,1
2020-12-19,India,desktop,Children's furniture,TROFAST,365,1
2020-12-21,United States,mobile,Children's furniture,TROFAST,1135,3
2020-12-22,United States,tablet,Children's furniture,TROFAST,365,1
2020-12-26,United States,mobile,Children's furniture,TROFAST,840,3
2020-12-31,United States,desktop,Children's furniture,TROFAST,365,1
2021-01-05,Italy,mobile,Children's furniture,TROFAST,365,1
2021-01-06,Argentina,desktop,Children's furniture,TROFAST,365,1
2021-01-11,China,mobile,Children's furniture,TROFAST,365,1
2021-01-13,Croatia,mobile,Children's furniture,TROFAST,365,1
2021-01-18,United States,desktop,Children's furniture,TROFAST,740,6
2021-01-22,United States,desktop,Children's furniture,TROFAST,1040,5
2021-01-26,India,desktop,Children's furniture,TROFAST,365,1
2020-12-04,Canada,desktop,Tables & desks,BEKANT,6028,1
2020-12-08,United States,desktop,Tables & desks,BEKANT,9278,3
2020-12-12,United States,desktop,Tables & desks,BEKANT,6028,1
2020-12-12,United States,mobile,Tables & desks,BEKANT,6028,1
2021-01-05,United States,desktop,Tables & desks,BEKANT,7878,2
2021-01-06,India,mobile,Tables & desks,BEKANT,6028,1
2021-01-07,United States,desktop,Tables & desks,BEKANT,6028,1
2021-01-17,India,desktop,Tables & desks,BEKANT,6028,1
2020-11-05,Canada,desktop,Chairs,ANTILOP,110,1
2020-11-07,United States,mobile,Chairs,ANTILOP,110,1
2020-11-07,United States,desktop,Chairs,ANTILOP,110,1
2020-11-09,United States,mobile,Chairs,ANTILOP,110,1
2020-11-10,United States,desktop,Chairs,ANTILOP,110,1
2020-11-10,Italy,desktop,Chairs,ANTILOP,110,1
2020-11-26,Canada,mobile,Chairs,ANTILOP,110,1
2020-11-30,Austria,desktop,Chairs,ANTILOP,110,1
2020-12-01,United States,mobile,Chairs,ANTILOP,110,1
2020-12-02,United States,desktop,Chairs,ANTILOP,110,1
2020-12-03,Japan,mobile,Chairs,ANTILOP,110,1
2020-12-10,Egypt,desktop,Chairs,ANTILOP,110,1
2020-12-13,United States,mobile,Chairs,ANTILOP,300,4
2020-12-17,Japan,desktop,Chairs,ANTILOP,110,1
2020-12-19,United States,desktop,Chairs,ANTILOP,110,1
2020-12-22,United States,desktop,Chairs,ANTILOP,110,1
2020-12-25,India,mobile,Chairs,ANTILOP,110,1
2020-12-25,United States,mobile,Chairs,ANTILOP,110,1
2020-12-26,Canada,desktop,Chairs,ANTILOP,110,1
2021-01-01,United States,desktop,Chairs,ANTILOP,110,1
2021-01-02,China,desktop,Chairs,ANTILOP,110,1
2021-01-06,Pakistan,desktop,Chairs,ANTILOP,110,1
2021-01-09,Canada,desktop,Chairs,ANTILOP,110,1
2021-01-11,Sri Lanka,desktop,Chairs,ANTILOP,110,1
2021-01-12,United States,tablet,Chairs,ANTILOP,110,1
2021-01-12,United States,desktop,Chairs,ANTILOP,195,2
2021-01-14,Kuwait,mobile,Chairs,ANTILOP,110,1
2021-01-20,Italy,mobile,Chairs,ANTILOP,110,1
2021-01-22,United States,mobile,Chairs,ANTILOP,126,2
2021-01-25,United States,desktop,Chairs,ANTILOP,110,1
2021-01-26,United States,desktop,Chairs,ANTILOP,110,1
2020-11-03,Mexico,mobile,Children's furniture,TROFAST,240,1
2020-11-07,Canada,mobile,Children's furniture,TROFAST,240,1
2020-11-14,Indonesia,desktop,Children's furniture,TROFAST,240,1
2020-11-17,South Africa,mobile,Children's furniture,TROFAST,240,1
2020-11-22,Japan,mobile,Children's furniture,TROFAST,240,1
2020-11-22,United States,desktop,Children's furniture,TROFAST,1010,4
2020-12-02,Taiwan,desktop,Children's furniture,TROFAST,240,1
2020-12-02,United States,desktop,Children's furniture,TROFAST,770,5
2020-12-04,United States,tablet,Children's furniture,TROFAST,240,1
2020-12-16,United Kingdom,desktop,Children's furniture,TROFAST,240,1
2021-01-02,India,mobile,Children's furniture,TROFAST,240,1
2021-01-19,Vietnam,mobile,Children's furniture,TROFAST,240,1
2020-11-07,Egypt,desktop,Sofas & armchairs,NORSBORG,1660,1
2020-11-18,Brazil,desktop,Sofas & armchairs,NORSBORG,1660,1
2020-12-06,Brazil,mobile,Sofas & armchairs,NORSBORG,1660,1
2021-01-25,United States,mobile,Sofas & armchairs,NORSBORG,1660,1
2021-01-26,(not set),desktop,Sofas & armchairs,NORSBORG,1660,1
2020-11-03,India,desktop,Beds,MINNEN,395,1
2020-11-18,United States,desktop,Beds,MINNEN,395,1
2020-11-22,India,desktop,Beds,MINNEN,395,1
2020-12-02,Turkey,desktop,Beds,MINNEN,395,1
2021-01-03,South Korea,desktop,Beds,MINNEN,395,1
2021-01-19,United States,desktop,Beds,MINNEN,395,1
2020-11-10,United States,mobile,Chairs,NORSBORG,1740,1
2020-11-12,United States,desktop,Chairs,NORSBORG,1740,1
2020-12-05,(not set),mobile,Chairs,NORSBORG,1740,1
2020-12-05,Germany,desktop,Chairs,NORSBORG,1740,1
2020-12-27,Singapore,mobile,Chairs,NORSBORG,1740,1
2021-01-01,United States,desktop,Chairs,NORSBORG,1740,1
2021-01-04,United States,desktop,Chairs,NORSBORG,1740,1
2021-01-13,United States,desktop,Chairs,NORSBORG,1740,1
2020-11-02,India,mobile,Chairs,SÖDERHAMN,1100,1
2020-11-07,United States,mobile,Chairs,SÖDERHAMN,1100,1
2020-11-25,United States,mobile,Chairs,SÖDERHAMN,1100,1
2020-12-01,Taiwan,desktop,Chairs,SÖDERHAMN,1100,1
2020-12-08,United States,desktop,Chairs,SÖDERHAMN,1100,1
2020-12-08,Canada,desktop,Chairs,SÖDERHAMN,1100,1
2020-12-09,Germany,desktop,Chairs,SÖDERHAMN,1100,1
2020-12-10,United States,desktop,Chairs,SÖDERHAMN,1100,1
2020-12-15,United States,desktop,Chairs,SÖDERHAMN,1100,1
2020-12-28,Turkey,desktop,Chairs,SÖDERHAMN,1100,1
2020-12-31,United States,desktop,Chairs,SÖDERHAMN,1100,1
2021-01-06,United States,mobile,Chairs,SÖDERHAMN,1100,1
2021-01-12,China,desktop,Chairs,SÖDERHAMN,1100,1
2021-01-13,Canada,desktop,Chairs,SÖDERHAMN,1100,1
2021-01-16,Spain,mobile,Chairs,SÖDERHAMN,1100,1
2021-01-24,Switzerland,desktop,Chairs,SÖDERHAMN,1100,1
2021-01-26,United States,desktop,Chairs,SÖDERHAMN,1100,1
2020-11-01,India,desktop,Chairs,LISABO / LEIFARNE,1675,1
2020-11-03,India,tablet,Chairs,LISABO / LEIFARNE,1675,1
2020-11-08,United Kingdom,desktop,Chairs,LISABO / LEIFARNE,1675,1
2020-12-03,Brazil,desktop,Chairs,LISABO / LEIFARNE,1675,1
2020-12-04,United States,mobile,Chairs,LISABO / LEIFARNE,1675,1
2020-12-08,Singapore,desktop,Chairs,LISABO / LEIFARNE,1675,1
2020-12-11,United States,desktop,Chairs,LISABO / LEIFARNE,1675,1
2020-12-13,United States,desktop,Chairs,LISABO / LEIFARNE,1675,1
2020-12-15,United States,mobile,Chairs,LISABO / LEIFARNE,1675,1
2020-12-17,United Kingdom,desktop,Chairs,LISABO / LEIFARNE,1675,1
2020-12-17,India,desktop,Chairs,LISABO / LEIFARNE,1675,1
2020-12-19,United States,desktop,Chairs,LISABO / LEIFARNE,1675,1
2020-12-28,Chile,desktop,Chairs,LISABO / LEIFARNE,1675,1
2020-12-30,United States,desktop,Chairs,LISABO / LEIFARNE,1675,1
2021-01-06,United States,desktop,Chairs,LISABO / LEIFARNE,1675,1
2021-01-06,Poland,mobile,Chairs,LISABO / LEIFARNE,1675,1
2021-01-11,United States,desktop,Chairs,LISABO / LEIFARNE,1675,1
2021-01-12,Canada,desktop,Chairs,LISABO / LEIFARNE,1675,1
2021-01-12,United States,desktop,Chairs,LISABO / LEIFARNE,1675,1
2021-01-12,Germany,mobile,Chairs,LISABO / LEIFARNE,1675,1
2021-01-18,Lithuania,mobile,Chairs,LISABO / LEIFARNE,1675,1
2021-01-20,India,mobile,Chairs,LISABO / LEIFARNE,1675,1
2021-01-24,Japan,mobile,Chairs,LISABO / LEIFARNE,1675,1
2021-01-25,United States,mobile,Chairs,LISABO / LEIFARNE,1675,1
2021-01-26,United States,desktop,Chairs,LISABO / LEIFARNE,1675,1
2020-11-05,Turkey,desktop,Chairs,MÖRBYLÅNGA / BERNHARD,6965,1
2020-11-09,Taiwan,desktop,Chairs,MÖRBYLÅNGA / BERNHARD,6965,1
2020-11-15,(not set),desktop,Chairs,MÖRBYLÅNGA / BERNHARD,6965,1
2020-11-16,United States,desktop,Chairs,MÖRBYLÅNGA / BERNHARD,6965,1
2020-11-26,United States,mobile,Chairs,MÖRBYLÅNGA / BERNHARD,6965,1
2020-11-27,United Kingdom,desktop,Chairs,MÖRBYLÅNGA / BERNHARD,6965,1
2020-11-30,United States,desktop,Chairs,MÖRBYLÅNGA / BERNHARD,6965,1
2020-12-11,South Korea,desktop,Chairs,MÖRBYLÅNGA / BERNHARD,6965,1
2020-12-17,France,desktop,Chairs,MÖRBYLÅNGA / BERNHARD,6965,1
2020-12-31,United States,desktop,Chairs,MÖRBYLÅNGA / BERNHARD,6965,1
2021-01-04,Ireland,tablet,Chairs,MÖRBYLÅNGA / BERNHARD,6965,1
2021-01-14,Ireland,desktop,Chairs,MÖRBYLÅNGA / BERNHARD,6965,1
2021-01-18,Poland,mobile,Chairs,MÖRBYLÅNGA / BERNHARD,6965,1
2020-11-03,Belarus,desktop,Chairs,LÅNGFJÄLL,545,1
2020-11-10,United States,mobile,Chairs,LÅNGFJÄLL,545,1
2020-11-13,South Korea,mobile,Chairs,LÅNGFJÄLL,545,1
2020-11-23,Lithuania,desktop,Chairs,LÅNGFJÄLL,545,1
2020-11-23,United States,desktop,Chairs,LÅNGFJÄLL,545,1
2020-11-25,United States,desktop,Chairs,LÅNGFJÄLL,545,1
2020-11-27,New Zealand,desktop,Chairs,LÅNGFJÄLL,545,1
2020-11-27,United States,mobile,Chairs,LÅNGFJÄLL,545,1
2020-12-02,United States,desktop,Chairs,LÅNGFJÄLL,545,1
2020-12-11,United States,desktop,Chairs,LÅNGFJÄLL,1240,2
2020-12-15,Saudi Arabia,mobile,Chairs,LÅNGFJÄLL,545,1
2020-12-15,United States,mobile,Chairs,LÅNGFJÄLL,545,1
2020-12-18,United States,mobile,Chairs,LÅNGFJÄLL,545,1
2021-01-06,Romania,mobile,Chairs,LÅNGFJÄLL,545,1
2021-01-22,Peru,desktop,Chairs,LÅNGFJÄLL,545,1
2020-11-23,Brazil,desktop,Beds,RAMSTA,445,1
2020-11-25,Germany,mobile,Beds,RAMSTA,445,1
2020-11-28,Ukraine,mobile,Beds,RAMSTA,445,1
2020-12-01,United States,mobile,Beds,RAMSTA,445,1
2020-12-02,Canada,desktop,Beds,RAMSTA,445,1
2020-12-10,United States,desktop,Beds,RAMSTA,445,1
